id,neighbourhood_cleansed,lat,lon,property_type,room_type,price,accommodates,bathrooms,amenities,review_scores_rating,review_scores_location,instant_bookable,calculated_host_listings_count,lake_access,num_amenities,dist_ta,dist_pb,num_ta,num_stops
26680149,Plan-les-Ouates,46.1628,6.12931,Entire house,Entire home/apt,170.0,5,1.0,"[""Hangers"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""TV"", ""Heating"", ""Dryer"", ""Air conditioning"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,5.0,0,1,0,11,1170.518557187087,1057.2469184432168,0,0
26697663,Commune de Genève,46.21125,6.14615,Private room in apartment,Private room,66.0,1,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Smoke alarm"", ""Dining table"", ""Shower gel"", ""Toaster"", ""Ping pong table"", ""Hot water kettle"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Pour-over coffee"", ""Essentials"", ""Bathtub"", ""Hot water"", ""Dedicated workspace"", ""Room-darkening shades"", ""Elevator"", ""Cleaning products"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Paid parking garage off premises"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Body soap"", ""Cooking basics"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,2,1,36,664.2253256629589,236.84526228590315,0,2
26769006,Commune de Genève,46.20703,6.13059,Entire apartment,Entire home/apt,120.0,3,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Ethernet connection"", ""Extra pillows and blankets"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Heating"", ""Dryer"", ""Bed linens"", ""Hot water"", ""Iron"", ""Kitchen""]",5.0,4.75,0,1,0,16,443.2776103225125,558.4005626630978,1,0
26798787,Commune de Genève,46.21194,6.13312,Private room in apartment,Private room,90.0,1,1.0,"[""Wifi"", ""Fire extinguisher"", ""First aid kit"", ""Security cameras on property"", ""Lock on bedroom door"", ""Essentials"", ""Washer"", ""TV"", ""Smoke alarm"", ""Private entrance"", ""Heating"", ""Dryer"", ""Breakfast"", ""Iron"", ""Kitchen""]",4.67,4.83,1,1,0,15,940.1747244182966,52.98002970722359,0,2
26852531,Commune de Genève,46.2007,6.13132,Private room in apartment,Private room,120.0,1,1.0,"[""Wifi"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Heating"", ""Host greets you"", ""Free street parking"", ""Kitchen""]",5.0,5.0,0,1,0,9,329.1475100103706,166.1990318617701,2,2
26871731,Commune de Genève,46.18903,6.14356,Entire apartment,Entire home/apt,131.0,3,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Smoke alarm"", ""Wifi"", ""Waterfront"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Security cameras on property"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.4,4.89,1,6,0,24,717.4713992886843,55.23671860169016,0,2
26872383,Commune de Genève,46.20117,6.15821,Entire apartment,Entire home/apt,120.0,2,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Security cameras on property"", ""Refrigerator"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.5,4.64,1,6,1,26,179.12246711616615,70.92510419071833,1,4
26942664,Commune de Genève,46.19752,6.15523,Entire apartment,Entire home/apt,119.0,4,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Dishwasher"", ""Elevator"", ""Lake access"", ""Refrigerator"", ""Coffee maker"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Stove"", ""Oven"", ""Dryer"", ""Hot water"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,5.0,0,1,1,19,430.58059085860697,404.59574558901664,2,0
27011423,Pregny-Chambésy,46.24596,6.14438,Private room in villa,Private room,69.0,4,1.5,"[""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Washer"", ""TV"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free parking on premises"", ""Heating"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Backyard""]",5.0,4.87,0,1,0,21,2497.216010739333,2677.758021261137,0,0
27022237,Commune de Genève,46.2153,6.12785,Private room in apartment,Private room,80.0,2,1.0,"[""Lock on bedroom door"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Private entrance"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Air conditioning"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Heating"", ""Dryer"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",0.0,4.782021276595745,0,1,0,25,1403.4293013356314,297.79711852227933,0,0
27081121,Veyrier,46.16278,6.1814,Private room in apartment,Private room,70.0,4,1.0,"[""Wifi"", ""Elevator"", ""Free parking on premises"", ""TV"", ""Washer"", ""Heating"", ""Kitchen""]",4.615576671035387,4.782021276595745,1,1,0,7,4387.58286952458,3811.79019177708,0,0
27120635,Commune de Genève,46.2004,6.1307,Entire apartment,Entire home/apt,140.0,4,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Cooking basics"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Stove"", ""Lockbox"", ""Oven"", ""Private entrance"", ""Heating"", ""Hot water"", ""Iron"", ""Shampoo"", ""Kitchen""]",4.75,4.81,0,1,0,18,388.9371333833467,108.25823688650804,2,2
27131577,Lancy,46.16919,6.13647,Private room in condominium,Private room,95.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Lock on bedroom door"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""TV"", ""Luggage dropoff allowed"", ""Private entrance"", ""Heating"", ""Dryer"", ""Backyard"", ""Breakfast"", ""Hot water"", ""Iron"", ""Shampoo""]",4.71,4.63,1,1,0,20,240.43608261126525,872.3314530054226,1,0
27134801,Carouge,46.18065,6.14129,Entire apartment,Entire home/apt,153.0,4,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Elevator"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Smoke alarm"", ""Heating"", ""Bed linens"", ""Hot water"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,5.0,0,2,0,17,467.5551976758171,84.03764987907398,1,2
27162074,Commune de Genève,46.20507,6.14259,Entire apartment,Entire home/apt,89.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Lake access"", ""Refrigerator"", ""Paid parking off premises"", ""Dishes and silverware"", ""Essentials"", ""Stove"", ""Lockbox"", ""Oven"", ""Heating"", ""Free street parking"", ""Hot water"", ""Cooking basics"", ""Coffee maker"", ""Kitchen""]",4.88,4.96,1,1,1,19,256.29116439638767,101.39407419895784,2,8
27194490,Commune de Genève,46.21336,6.13463,Entire apartment,Entire home/apt,100.0,4,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""TV"", ""Shower gel"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.93,4.93,1,1,0,26,1119.675768808107,204.9792381559946,0,2
27245109,Commune de Genève,46.21012,6.14453,Entire apartment,Entire home/apt,80.0,2,1.5,"[""Paid parking on premises"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""Private entrance"", ""Keypad"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Beach essentials"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.85,5.0,0,1,1,31,525.3646610058241,114.88212193386887,1,3
27280427,Bellevue,46.25663,6.15174,Entire house,Entire home/apt,125.0,6,2.5,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Long term stays allowed"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""TV"", ""Heating"", ""Dryer"", ""Iron"", ""Shampoo"", ""Kitchen""]",0.0,4.782021276595745,0,2,0,14,3885.7547834056695,1304.5919973372224,0,0
27286394,Meyrin,46.22938,6.0803,Entire condominium,Entire home/apt,89.0,4,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",5.0,5.0,0,1,0,27,479.86096067848143,160.83297886791834,2,2
27328305,Pregny-Chambésy,46.24678,6.13767,Entire apartment,Entire home/apt,100.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Carbon monoxide alarm"", ""Long term stays allowed"", ""Free parking on premises"", ""Essentials"", ""Washer"", ""TV"", ""Smoke alarm"", ""Private entrance"", ""Heating"", ""Iron"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,1,0,15,2487.980335380975,2709.1030382583594,0,0
27477230,Avully,46.16675,6.00641,Private room in apartment,Private room,47.0,1,1.5,"[""Ethernet connection"", ""Extra pillows and blankets"", ""Cable TV"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Washer"", ""BBQ grill"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Dedicated workspace"", ""Free parking on premises"", ""TV with standard cable"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Long term stays allowed"", ""Refrigerator"", ""Cleaning before checkout"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",5.0,4.8,1,2,0,31,6274.04923711098,1522.407969958991,0,0
27484333,Commune de Genève,46.19769,6.15464,Entire apartment,Entire home/apt,166.0,5,1.5,"[""Paid parking on premises"", ""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Clothing storage"", ""Dining table"", ""Shower gel"", ""Private entrance"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Barbecue utensils"", ""Wine glasses"", ""Bathtub"", ""Hot water"", ""Dryer \u2013 In building"", ""Washer \u2013\u00a0In unit"", ""Drying rack for clothing"", ""Dishwasher"", ""Cleaning products"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Freezer"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Body soap"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",5.0,5.0,0,1,0,40,419.033487653911,407.9121146497464,2,0
27561891,Genthod,46.26496,6.15488,Private room in house,Private room,70.0,1,1.5,"[""Extra pillows and blankets"", ""Lock on bedroom door"", ""Luggage dropoff allowed"", ""Washer"", ""TV"", ""Smoke alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Free parking on premises"", ""Heating"", ""Dryer"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Hot tub"", ""Indoor fireplace"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Cleaning before checkout"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,2,0,27,4870.034002561704,710.8560565859477,0,0
27592713,Commune de Genève,46.2035,6.1589,Private room in apartment,Private room,63.0,1,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Portable fans"", ""Game console"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Washer"", ""Dining table"", ""Shower gel"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Baking sheet"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Single level home"", ""Drying rack for clothing"", ""Dedicated workspace"", ""Dishwasher"", ""Room-darkening shades"", ""Cleaning products"", ""TV with standard cable"", ""Stove"", ""Laundromat nearby"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Free street parking"", ""Coffee maker"", ""Clothing storage: wardrobe and closet"", ""Freezer"", ""Microwave"", ""Conditioner"", ""Hangers"", ""Board games"", ""First aid kit"", ""Refrigerator"", ""Sound system"", ""Oven"", ""Body soap"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",5.0,5.0,0,1,1,48,435.52524444340514,320.0644715712495,3,0
27597309,Commune de Genève,46.19921,6.13008,Entire apartment,Entire home/apt,118.0,5,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""Free parking on premises"", ""Stove"", ""Heating"", ""Dryer"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",5.0,4.67,1,1,1,25,537.4225438640452,182.7319648076997,1,2
27723547,Commune de Genève,46.19173,6.14118,Entire apartment,Entire home/apt,90.0,2,1.5,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Private entrance"", ""Heating"", ""Dryer"", ""Bed linens"", ""Breakfast"", ""Hot water"", ""Iron"", ""Kitchen""]",4.83,4.78,0,1,0,15,805.4420744110392,299.1819127659842,0,0
27746928,Meyrin,46.228,6.10826,Entire apartment,Entire home/apt,60.0,2,1.0,"[""Wifi"", ""Hair dryer"", ""Hangers"", ""Fire extinguisher"", ""Long term stays allowed"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Free parking on premises"", ""Private entrance"", ""Heating"", ""Backyard"", ""Iron"", ""Shampoo"", ""Kitchen""]",5.0,4.96,1,1,0,17,1050.1416831666809,431.15179659410006,0,0
27772603,Commune de Genève,46.20726,6.14627,Private room in apartment,Private room,65.0,2,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Children\u2019s books and toys"", ""Bathtub"", ""Heating"", ""Dryer"", ""Babysitter recommendations"", ""Breakfast"", ""Iron"", ""Kitchen""]",4.36,5.0,0,2,0,16,259.35367774095425,418.1645547137276,6,0
27806144,Commune de Genève,46.20847,6.14035,Entire apartment,Entire home/apt,90.0,2,1.0,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Dining table"", ""Toaster"", ""Hot water kettle"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Dishwasher"", ""Elevator"", ""Stove"", ""Heating"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Sound system"", ""Oven"", ""Body soap"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.99,4.99,1,1,0,27,608.050138131744,150.21563775808323,0,6
27823044,Meyrin,46.2306,6.078,Private room in apartment,Private room,55.0,1,1.0,"[""Wifi"", ""Hangers"", ""Elevator"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Essentials"", ""TV"", ""Heating"", ""Host greets you"", ""Free street parking"", ""Hot water"", ""Kitchen""]",3.33,4.67,0,1,0,12,758.9356881533164,273.82767012825326,0,1
27869391,Commune de Genève,46.21429,6.14729,Entire apartment,Entire home/apt,105.0,2,1.0,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""Smoke alarm"", ""Shower gel"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Carbon monoxide alarm"", ""Baking sheet"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Elevator"", ""Stove"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.64,5.0,0,1,1,27,770.7276747472118,227.43485221577305,0,2
27919851,Commune de Genève,46.18707,6.15588,Entire apartment,Entire home/apt,128.0,4,1.0,"[""Cable TV"", ""Washer"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Lockbox"", ""Dishwasher"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Free street parking"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.81,4.56,1,76,0,23,570.6548981679963,645.7087817409242,0,0
27925680,Chancy,46.1519,5.97324,Private room in bed and breakfast,Private room,40.0,2,1.0,"[""Lock on bedroom door"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""TV"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Free parking on premises"", ""Heating"", ""Dryer"", ""Host greets you"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Kitchen""]",5.0,4.0,1,2,0,21,2895.5721349734745,4158.446794623615,0,0
28030067,Grand-Saconnex,46.23122,6.11851,Entire apartment,Entire home/apt,100.0,4,1.0,"[""Wifi"", ""Dedicated workspace"", ""Microwave"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Refrigerator"", ""Free parking on premises"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""TV"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Free street parking"", ""Hot water"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",4.3,4.79,0,1,0,20,1619.835853234026,916.2555118631044,0,0
28087521,Commune de Genève,46.22011,6.12905,Private room in apartment,Private room,70.0,2,1.0,[],4.615576671035387,4.782021276595745,1,1,0,1,1104.70210884247,707.5586839397172,0,0
28130086,Commune de Genève,46.19383,6.14446,Entire apartment,Entire home/apt,60.0,3,1.0,"[""Wifi"", ""Dedicated workspace"", ""Hair dryer"", ""Elevator"", ""Long term stays allowed"", ""Refrigerator"", ""Coffee maker"", ""Dishes and silverware"", ""Essentials"", ""TV"", ""Stove"", ""Oven"", ""Private entrance"", ""Heating"", ""Keypad"", ""Cooking basics"", ""Shampoo"", ""Kitchen""]",4.45,4.76,1,1,0,18,518.2949521429966,163.95779240347645,1,4
28134184,Commune de Genève,46.21373,6.12415,Entire apartment,Entire home/apt,135.0,4,1.0,"[""Extra pillows and blankets"", ""Cable TV"", ""Dishes and silverware"", ""Washer"", ""Smoke alarm"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Fire extinguisher"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.76,4.8,1,2,0,29,1460.3213180840878,179.91161428144878,0,2
28167195,Commune de Genève,46.21327,6.15018,Entire apartment,Entire home/apt,120.0,2,1.0,"[""Cable TV"", ""Dishes and silverware"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""TV with standard cable"", ""Stove"", ""Heating"", ""Free street parking"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.89,5.0,0,1,0,22,863.2252334578297,464.5030242537908,0,0
28173093,Commune de Genève,46.19898,6.14759,Entire apartment,Entire home/apt,160.0,2,1.5,"[""Extra pillows and blankets"", ""Dishes and silverware"", ""Washer"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Hair dryer"", ""Essentials"", ""Pocket wifi"", ""Hot water"", ""Single level home"", ""Dedicated workspace"", ""Dishwasher"", ""Heating"", ""Dryer"", ""Bed linens"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Paid parking off premises"", ""Kitchen""]",4.67,5.0,0,2,0,24,219.0513438374132,473.7401745819752,11,0
28201246,Commune de Genève,46.20871,6.12257,Private room in apartment,Private room,140.0,1,1.0,"[""Wifi"", ""Elevator"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""TV"", ""Heating"", ""Bed linens"", ""Hot water"", ""Iron""]",5.0,5.0,1,2,0,9,1238.8390660328723,752.2913199100836,0,0
28269215,Commune de Genève,46.20416,6.17458,Private room in apartment,Private room,80.0,1,1.5,"[""Wifi"", ""Hair dryer"", ""Elevator"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Washer"", ""Heating"", ""Air conditioning"", ""Iron"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,2,0,10,1856.5537204287243,502.16082594149816,0,0
28332242,Commune de Genève,46.20697,6.16259,Entire apartment,Entire home/apt,110.0,2,1.0,"[""Cable TV"", ""Dishes and silverware"", ""Clothing storage"", ""Hot water kettle"", ""Iron"", ""Wifi"", ""Hair dryer"", ""Outdoor furniture"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Lockbox"", ""Piano"", ""Dedicated workspace"", ""Dishwasher"", ""Room-darkening shades"", ""Elevator"", ""Cleaning products"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Coffee maker"", ""Microwave"", ""Nespresso machine"", ""Hangers"", ""TV with Netflix, standard cable"", ""Mini fridge"", ""Long term stays allowed"", ""Refrigerator"", ""Sound system"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.59,4.95,1,1,0,35,746.488186364843,754.6542393832669,0,0
28398977,Veyrier,46.16597,6.18515,Entire apartment,Entire home/apt,80.0,4,1.0,"[""Extra pillows and blankets"", ""Game console"", ""Dishes and silverware"", ""Luggage dropoff allowed"", ""Washer"", ""TV"", ""Private entrance"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Paid parking off premises"", ""Essentials"", ""Bathtub"", ""Air conditioning"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Stove"", ""Heating"", ""Dryer"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Oven"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",4.95,4.86,1,1,0,34,4019.13779304793,3336.6527486650903,0,0
28406673,Commune de Genève,46.21023,6.1283,Entire apartment,Entire home/apt,117.0,2,1.5,"[""Dishes and silverware"", ""Washer"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Dedicated workspace"", ""Elevator"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Host greets you"", ""Coffee maker"", ""Hangers"", ""Refrigerator"", ""Oven"", ""Cooking basics"", ""Kitchen""]",4.9,4.87,0,1,0,21,876.764103952699,409.70968222075,0,0
28450542,Commune de Genève,46.21668,6.14562,Private room in apartment,Private room,80.0,2,1.0,"[""Wifi"", ""Hangers"", ""Elevator"", ""Long term stays allowed"", ""Essentials"", ""Washer"", ""Heating"", ""Host greets you"", ""Hot water"", ""Kitchen""]",4.615576671035387,4.782021276595745,0,1,0,10,565.8605722721613,243.84546405292795,0,2
28459943,Corsier,46.26363,6.2234,Private room in apartment,Private room,69.0,1,1.0,"[""Extra pillows and blankets"", ""Lock on bedroom door"", ""Dishes and silverware"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Lake access"", ""Wifi"", ""Hair dryer"", ""Essentials"", ""Hot water"", ""Single level home"", ""Dedicated workspace"", ""Elevator"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Bed linens"", ""Free street parking"", ""Coffee maker"", ""Microwave"", ""Hangers"", ""Long term stays allowed"", ""First aid kit"", ""Security cameras on property"", ""Refrigerator"", ""Cooking basics"", ""Backyard"", ""Kitchen""]",4.67,3.67,0,2,1,29,2216.169285612936,6647.276447858395,0,0
28504976,Commune de Genève,46.18982,6.14224,Entire apartment,Entire home/apt,60.0,3,1.0,"[""Wifi"", ""Hair dryer"", ""Elevator"", ""Long term stays allowed"", ""Refrigerator"", ""Dishes and silverware"", ""Essentials"", ""Washer"", ""Heating"", ""Hot water"", ""Shampoo"", ""Kitchen""]",4.83,5.0,0,2,0,12,701.1066661349745,127.61757058119755,0,2
28534716,Commune de Genève,46.2073,6.12989,Entire apartment,Entire home/apt,109.0,5,1.5,"[""Dishes and silverware"", ""Washer"", ""TV"", ""Smoke alarm"", ""Crib"", ""Private entrance"", ""Keypad"", ""Breakfast"", ""Iron"", ""Shampoo"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Essentials"", ""Babysitter recommendations"", ""Hot water"", ""Dedicated workspace"", ""Dishwasher"", ""Elevator"", ""Free parking on premises"", ""Stove"", ""Patio or balcony"", ""Heating"", ""Dryer"", ""Free street parking"", ""Coffee maker"", ""Hangers"", ""Long term stays allowed"", ""Refrigerator"", ""Children\u2019s books and toys"", ""Oven"", ""Cooking basics"", ""High chair"", ""Kitchen""]",4.85,4.85,0,1,0,34,508.5001768435865,631.2516309056119,1,0
